id,segment,start_sec,end_sec,score
8AcQ8C9xa-A,61,317.2,322.4,0.059815546898669754
8AcQ8C9xa-A,62,322.4,327.6,0.07326212206106483
8AcQ8C9xa-A,63,327.6,332.8,0.10738647430404888
8AcQ8C9xa-A,64,332.8,338.0,0.10863372696101893
8AcQ8C9xa-A,65,338.0,343.2,0.1058714370781694
8AcQ8C9xa-A,66,343.2,348.4,0.08716030261924018
8AcQ8C9xa-A,67,348.4,353.6,0.08684660608426759
8AcQ8C9xa-A,68,353.6,358.8,0.08048692436239012
8AcQ8C9xa-A,69,358.8,364.0,0.08417846551985404
8AcQ8C9xa-A,70,364.0,369.2,0.11656164152286666
8AcQ8C9xa-A,71,369.2,374.4,0.09858928805991964
8AcQ8C9xa-A,72,374.4,379.6,0.12477340695903563
8AcQ8C9xa-A,73,379.6,384.8,0.08199121868788059
8AcQ8C9xa-A,74,384.8,390.0,0.05816632911730546
8AcQ8C9xa-A,75,390.0,395.2,0.0429865147773015
8AcQ8C9xa-A,76,395.2,400.4,0.043942152460205865
8AcQ8C9xa-A,77,400.4,405.6,0.032903255377479866
8AcQ8C9xa-A,78,405.6,410.8,0.029357233436018676
8AcQ8C9xa-A,79,410.8,416.0,0.03226498488066492
8AcQ8C9xa-A,80,416.0,421.2,0.032461816340028364
8AcQ8C9xa-A,81,421.2,426.4,0.04005825765337965
8AcQ8C9xa-A,82,426.4,431.6,0.03302665459643833
8AcQ8C9xa-A,83,431.6,436.8,0.032568207568209974
8AcQ8C9xa-A,84,436.8,442.0,0.03787235608621341
8AcQ8C9xa-A,85,442.0,447.2,0.03556668751506817
8AcQ8C9xa-A,86,447.2,452.4,0.05865821558502732
8AcQ8C9xa-A,87,452.4,457.6,0.09251555198184892
8AcQ8C9xa-A,88,457.6,462.8,0.032457473056507945
8AcQ8C9xa-A,89,462.8,468.0,0.022301069687311454
8AcQ8C9xa-A,90,468.0,473.2,0.021384252503129423
8AcQ8C9xa-A,91,473.2,478.4,0.03720099207514111
8AcQ8C9xa-A,92,478.4,483.6,0.04657185688727056
8AcQ8C9xa-A,93,483.6,488.8,0.05003729746677989
8AcQ8C9xa-A,94,488.8,494.0,0.056467259665799706
8AcQ8C9xa-A,95,494.0,499.2,0.043132283828197
8AcQ8C9xa-A,96,499.2,504.4,0.013859705984689157
8AcQ8C9xa-A,97,504.4,509.6,0.0
8AcQ8C9xa-A,98,509.6,514.8,0.06035555541035237
8AcQ8C9xa-A,99,514.8,520.0,0.07498223529776908
DUyv6voIQOI,0,0.0,0.79,1.0
DUyv6voIQOI,1,0.79,1.58,0.5316089315217684
DUyv6voIQOI,2,1.58,2.37,0.5288174759546294
DUyv6voIQOI,3,2.37,3.16,0.5374594762749945
DUyv6voIQOI,4,3.16,3.95,0.5447341026387709
DUyv6voIQOI,5,3.95,4.74,0.5660985455954152
DUyv6voIQOI,6,4.74,5.53,0.668507977129112
DUyv6voIQOI,7,5.53,6.32,0.6930773965752742
DUyv6voIQOI,8,6.32,7.11,0.7153167846703401
DUyv6voIQOI,9,7.11,7.9,0.717051953678083
DUyv6voIQOI,10,7.9,8.69,0.7273747347804799
DUyv6voIQOI,11,8.69,9.48,0.7424756800847642
DUyv6voIQOI,12,9.48,10.27,0.7878256145916841
DUyv6voIQOI,13,10.27,11.06,0.82846900316086
DUyv6voIQOI,14,11.06,11.85,0.8308210927479714
DUyv6voIQOI,15,11.85,12.64,0.8326651802129481
DUyv6voIQOI,16,12.64,13.43,0.8322052707255588
DUyv6voIQOI,17,13.43,14.22,0.84088864207227
DUyv6voIQOI,18,14.22,15.01,0.8804239119609412
DUyv6voIQOI,19,15.01,15.8,0.8890356177082382
DUyv6voIQOI,20,15.8,16.59,0.8404595005106529
DUyv6voIQOI,21,16.59,17.38,0.7739676461533277
DUyv6voIQOI,22,17.38,18.17,0.7165762342103739
DUyv6voIQOI,23,18.17,18.96,0.6863920469929418
DUyv6voIQOI,24,18.96,19.75,0.6701787701690853
DUyv6voIQOI,25,19.75,20.54,0.70797167608891
DUyv6voIQOI,26,20.54,21.33,0.6875751920770603
DUyv6voIQOI,27,21.33,22.12,0.667555780829367
DUyv6voIQOI,28,22.12,22.91,0.6562674548809669
DUyv6voIQOI,29,22.91,23.7,0.674149299987087
DUyv6voIQOI,30,23.7,24.49,0.6831501963277676
DUyv6voIQOI,31,24.49,25.28,0.7586045581214638
DUyv6voIQOI,32,25.28,26.07,0.7640801128624319
DUyv6voIQOI,33,26.07,26.86,0.7297094049880772
DUyv6voIQOI,34,26.86,27.65,0.7157056439168308
DUyv6voIQOI,35,27.65,28.44,0.7129617602964627
DUyv6voIQOI,36,28.44,29.23,0.7080981559314692
DUyv6voIQOI,37,29.23,30.02,0.7207646009428429
DUyv6voIQOI,38,30.02,30.81,0.7370658740344078
DUyv6voIQOI,39,30.81,31.6,0.7344053004899769
DUyv6voIQOI,40,31.6,32.39,0.7238413935200666
DUyv6voIQOI,41,32.39,33.18,0.6997321202376457
DUyv6voIQOI,42,33.18,33.97,0.6350172792671137
DUyv6voIQOI,43,33.97,34.76,0.5623593432439504
DUyv6voIQOI,44,34.76,35.55,0.5122036007372185
DUyv6voIQOI,45,35.55,36.34,0.46475794446777546
DUyv6voIQOI,46,36.34,37.13,0.43142473105046053
DUyv6voIQOI,47,37.13,37.92,0.41859767746655574
DUyv6voIQOI,48,37.92,38.71,0.40787690141047744
DUyv6voIQOI,49,38.71,39.5,0.40067408265192633
DUyv6voIQOI,50,39.5,40.29,0.40862437266566115
DUyv6voIQOI,51,40.29,41.08,0.38173322920836117
DUyv6voIQOI,52,41.08,41.87,0.36319884373188244
DUyv6voIQOI,53,41.87,42.66,0.34497431493556535
DUyv6voIQOI,54,42.66,43.45,0.3333345956072112
DUyv6voIQOI,55,43.45,44.24,0.33100830374247797
DUyv6voIQOI,56,44.24,45.03,0.3479142612460082
DUyv6voIQOI,57,45.03,45.82,0.3469685972135809
DUyv6voIQOI,58,45.82,46.61,0.33663589937203137
DUyv6voIQOI,59,46.61,47.4,0.338440319880397
DUyv6voIQOI,60,47.4,48.19,0.33945147225944877
DUyv6voIQOI,61,48.19,48.98,0.3343468603651178
DUyv6voIQOI,62,48.98,49.77,0.3395052687942798
DUyv6voIQOI,63,49.77,50.56,0.3459083581591048
DUyv6voIQOI,64,50.56,51.35,0.3381292798184749
DUyv6voIQOI,65,51.35,52.14,0.33480712486703523
DUyv6voIQOI,66,52.14,52.93,0.3285995301690399
DUyv6voIQOI,67,52.93,53.72,0.3242479040888964
DUyv6voIQOI,68,53.72,54.51,0.32183423131497
DUyv6voIQOI,69,54.51,55.3,0.3661254651637024
DUyv6voIQOI,70,55.3,56.09,0.3667557579569643
DUyv6voIQOI,71,56.09,56.88,0.36803650836868645
DUyv6voIQOI,72,56.88,57.67,0.3604913846021016
DUyv6voIQOI,73,57.67,58.46,0.3521990972595908
DUyv6voIQOI,74,58.46,59.25,0.3447839324779408
DUyv6voIQOI,75,59.25,60.04,0.36505478868209895
DUyv6voIQOI,76,60.04,60.83,0.35763164790738344
DUyv6voIQOI,77,60.83,61.62,0.3537164530205015
DUyv6voIQOI,78,61.62,62.41,0.35604059113043063
DUyv6voIQOI,79,62.41,63.2,0.3518677266990238
DUyv6voIQOI,80,63.2,63.99,0.3525695430858885
DUyv6voIQOI,81,63.99,64.78,0.3740157577221813
DUyv6voIQOI,82,64.78,65.57,0.3892380706598196
DUyv6voIQOI,83,65.57,66.36,0.3665498731982776
DUyv6voIQOI,84,66.36,67.15,0.32883419477214126
DUyv6voIQOI,85,67.15,67.94,0.2892750205719085
DUyv6voIQOI,86,67.94,68.73,0.2616267257966242
DUyv6voIQOI,87,68.73,69.52,0.2511000243492631
DUyv6voIQOI,88,69.52,70.31,0.24574460652461794
DUyv6voIQOI,89,70.31,71.1,0.23101190595655682
DUyv6voIQOI,90,71.1,71.89,0.21826806777804833
DUyv6voIQOI,91,71.89,72.68,0.21013456660015745
DUyv6voIQOI,92,72.68,73.47,0.2056008654023479
DUyv6voIQOI,93,73.47,74.26,0.19545837251115883
DUyv6voIQOI,94,74.26,75.05,0.1973099152812264
DUyv6voIQOI,95,75.05,75.84,0.184648251132165
DUyv6voIQOI,96,75.84,76.63,0.1593544363751483
DUyv6voIQOI,97,76.63,77.42,0.14583587365951248
DUyv6voIQOI,98,77.42,78.21,0.15468481194833109
DUyv6voIQOI,99,78.21,79.0,0.0
5F1LC4QmkRA,0,0.0,0.52,1.0
5F1LC4QmkRA,1,0.52,1.04,0.7813643153394736
5F1LC4QmkRA,2,1.04,1.56,0.780974287980521
5F1LC4QmkRA,3,1.56,2.08,0.7900088353690715
5F1LC4QmkRA,4,2.08,2.6,0.7900990993609183
5F1LC4QmkRA,5,2.6,3.12,0.7878498329482402
5F1LC4QmkRA,6,3.12,3.64,0.7776145119148922
5F1LC4QmkRA,7,3.64,4.16,0.7725188968164877
5F1LC4QmkRA,8,4.16,4.68,0.7542135493947287
5F1LC4QmkRA,9,4.68,5.2,0.76835262963815
5F1LC4QmkRA,10,5.2,5.72,0.7342596392572858
5F1LC4QmkRA,11,5.72,6.24,0.7115849533094337
5F1LC4QmkRA,12,6.24,6.76,0.6837635901855428
5F1LC4QmkRA,13,6.76,7.28,0.6739805850030135
5F1LC4QmkRA,14,7.28,7.8,0.6498989305844552
5F1LC4QmkRA,15,7.8,8.32,0.6334940611816037
5F1LC4QmkRA,16,8.32,8.84,0.6178289581552612
5F1LC4QmkRA,17,8.84,9.36,0.6068727021499217
5F1LC4QmkRA,18,9.36,9.88,0.5969386383210572
5F1LC4QmkRA,19,9.88,10.4,0.6382902297874976
5F1LC4QmkRA,20,10.4,10.92,0.6248488621350159
5F1LC4QmkRA,21,10.92,11.44,0.6213751922862946
5F1LC4QmkRA,22,11.44,11.96,0.6136527320610727
5F1LC4QmkRA,23,11.96,12.48,0.6108734249861413
5F1LC4QmkRA,24,12.48,13.0,0.6085570264270697
5F1LC4QmkRA,25,13.0,13.52,0.6121003181511472
5F1LC4QmkRA,26,13.52,14.04,0.6113802885351421
5F1LC4QmkRA,27,14.04,14.56,0.6141935464595647
5F1LC4QmkRA,28,14.56,15.08,0.6816374974548179
5F1LC4QmkRA,29,15.08,15.6,0.6859679962090934
5F1LC4QmkRA,30,15.6,16.12,0.6845610277383872
5F1LC4QmkRA,31,16.12,16.64,0.6742484345715978
5F1LC4QmkRA,32,16.64,17.16,0.6708678805860804
5F1LC4QmkRA,33,17.16,17.68,0.6725978800727436
5F1LC4QmkRA,34,17.68,18.2,0.6825365612171389
5F1LC4QmkRA,35,18.2,18.72,0.6864193161683271
5F1LC4QmkRA,36,18.72,19.24,0.6904724138483613
5F1LC4QmkRA,37,19.24,19.76,0.699774946608894
5F1LC4QmkRA,38,19.76,20.28,0.7992532442752757
5F1LC4QmkRA,39,20.28,20.8,0.8104281437513371
5F1LC4QmkRA,40,20.8,21.32,0.8997564501860914
5F1LC4QmkRA,41,21.32,21.84,0.8962407718195998
5F1LC4QmkRA,42,21.84,22.36,0.8925434790422312
5F1LC4QmkRA,43,22.36,22.88,0.8860475498396208
5F1LC4QmkRA,44,22.88,23.4,0.8914807721853637
5F1LC4QmkRA,45,23.4,23.92,0.8902274878933534
5F1LC4QmkRA,46,23.92,24.44,0.8919005857562696
5F1LC4QmkRA,47,24.44,24.96,0.9217330614006093
5F1LC4QmkRA,48,24.96,25.48,0.9805219902368221
5F1LC4QmkRA,49,25.48,26.0,0.9604382973187249
5F1LC4QmkRA,50,26.0,26.52,0.9183109063075156
5F1LC4QmkRA,51,26.52,27.04,0.8986323601933442
5F1LC4QmkRA,52,27.04,27.56,0.8862249996129603
5F1LC4QmkRA,53,27.56,28.08,0.8806827724064517
5F1LC4QmkRA,54,28.08,28.6,0.875171689445876
5F1LC4QmkRA,55,28.6,29.12,0.8679909489751325
5F1LC4QmkRA,56,29.12,29.64,0.8528664340082853
5F1LC4QmkRA,57,29.64,30.16,0.8487800192279504
5F1LC4QmkRA,58,30.16,30.68,0.8218307402579849
5F1LC4QmkRA,59,30.68,31.2,0.7869425757142421
5F1LC4QmkRA,60,31.2,31.72,0.7224924558949041
5F1LC4QmkRA,61,31.72,32.24,0.662387546864621
5F1LC4QmkRA,62,32.24,32.76,0.5915956799671609
5F1LC4QmkRA,63,32.76,33.28,0.5361011152265577
5F1LC4QmkRA,64,33.28,33.8,0.4824795962184729
5F1LC4QmkRA,65,33.8,34.32,0.4352603473362028
5F1LC4QmkRA,66,34.32,34.84,0.4046039072086164
5F1LC4QmkRA,67,34.84,35.36,0.3822604457483985
5F1LC4QmkRA,68,35.36,35.88,0.36674434168352216
5F1LC4QmkRA,69,35.88,36.4,0.3426193207132141
5F1LC4QmkRA,70,36.4,36.92,0.3226381140927803
5F1LC4QmkRA,71,36.92,37.44,0.30345493350658226
5F1LC4QmkRA,72,37.44,37.96,0.29659276517356264
5F1LC4QmkRA,73,37.96,38.48,0.2807285743658049
5F1LC4QmkRA,74,38.48,39.0,0.26949980620855113
5F1LC4QmkRA,75,39.0,39.52,0.26590135567100054
5F1LC4QmkRA,76,39.52,40.04,0.25726498384528046
5F1LC4QmkRA,77,40.04,40.56,0.25474804893521535
5F1LC4QmkRA,78,40.56,41.08,0.241991877327161
5F1LC4QmkRA,79,41.08,41.6,0.23025366535634495
5F1LC4QmkRA,80,41.6,42.12,0.22296296940104998
5F1LC4QmkRA,81,42.12,42.64,0.21286456082674937
5F1LC4QmkRA,82,42.64,43.16,0.20842933501874403
5F1LC4QmkRA,83,43.16,43.68,0.20280936036690095
5F1LC4QmkRA,84,43.68,44.2,0.20202554842165216
5F1LC4QmkRA,85,44.2,44.72,0.19514391493492436
5F1LC4QmkRA,86,44.72,45.24,0.19298846603633973
5F1LC4QmkRA,87,45.24,45.76,0.18891940014009478
5F1LC4QmkRA,88,45.76,46.28,0.18772273454808566
5F1LC4QmkRA,89,46.28,46.8,0.18344629686314973
5F1LC4QmkRA,90,46.8,47.32,0.17845139130128537
5F1LC4QmkRA,91,47.32,47.84,0.17770184708012282
5F1LC4QmkRA,92,47.84,48.36,0.1783739494135964
5F1LC4QmkRA,93,48.36,48.88,0.1746837863146208
5F1LC4QmkRA,94,48.88,49.4,0.16797419309921371
5F1LC4QmkRA,95,49.4,49.92,0.1638835344626925
5F1LC4QmkRA,96,49.92,50.44,0.16306487762891614
5F1LC4QmkRA,97,50.44,50.96,0.16716023279961692
5F1LC4QmkRA,98,50.96,51.48,0.17063845206217007
5F1LC4QmkRA,99,51.48,52.0,0.0
FiJTenAqt5M,0,0.0,1.96,1.0
FiJTenAqt5M,1,1.96,3.92,0.187310431062894
FiJTenAqt5M,2,3.92,5.88,0.1944658783123379
FiJTenAqt5M,3,5.88,7.84,0.12926006317756633
FiJTenAqt5M,4,7.84,9.8,0.0850411603301636
FiJTenAqt5M,5,9.8,11.76,0.07770442881579312
FiJTenAqt5M,6,11.76,13.72,0.042886351133912474
FiJTenAqt5M,7,13.72,15.68,0.06116516116452068
FiJTenAqt5M,8,15.68,17.64,0.04519559055240799
FiJTenAqt5M,9,17.64,19.6,0.03840008995295261
FiJTenAqt5M,10,19.6,21.56,0.053151872278793026
FiJTenAqt5M,11,21.56,23.52,0.03758554678986206
FiJTenAqt5M,12,23.52,25.48,0.04153638264703568
FiJTenAqt5M,13,25.48,27.44,0.03653671993315255
FiJTenAqt5M,14,27.44,29.4,0.02652844265841988
FiJTenAqt5M,15,29.4,31.36,0.02209079862123578
FiJTenAqt5M,16,31.36,33.32,0.010510666912224444
FiJTenAqt5M,17,33.32,35.28,0.0
FiJTenAqt5M,18,35.28,37.24,0.013881430577059652
FiJTenAqt5M,19,37.24,39.2,0.01114164102936352
FiJTenAqt5M,20,39.2,41.16,0.022609294092181775
FiJTenAqt5M,21,41.16,43.12,0.028067186495550803
FiJTenAqt5M,22,43.12,45.08,0.03165620293140402
FiJTenAqt5M,23,45.08,47.04,0.022542211423073614
FiJTenAqt5M,24,47.04,49.0,0.014548998646023782
FiJTenAqt5M,25,49.0,50.96,0.02238617211570086
FiJTenAqt5M,26,50.96,52.92,0.019737062155894654
FiJTenAqt5M,27,52.92,54.88,0.01818063935739073
FiJTenAqt5M,28,54.88,56.84,0.021114822569336642
FiJTenAqt5M,29,56.84,58.8,0.019518022820917254
FiJTenAqt5M,30,58.8,60.76,0.03238969255125054
FiJTenAqt5M,31,60.76,62.72,0.030355263597996
FiJTenAqt5M,32,62.72,64.68,0.030651873121540125
FiJTenAqt5M,33,64.68,66.64,0.05140656176375506
FiJTenAqt5M,34,66.64,68.6,0.054882687543722185
FiJTenAqt5M,35,68.6,70.56,0.06444090041197598
FiJTenAqt5M,36,70.56,72.52,0.06434729930080832
FiJTenAqt5M,37,72.52,74.48,0.0776013514816861
FiJTenAqt5M,38,74.48,76.44,0.08964308386858075
FiJTenAqt5M,39,76.44,78.4,0.08058812211263139
FiJTenAqt5M,40,78.4,80.36,0.08253003616209076
FiJTenAqt5M,41,80.36,82.32,0.08456798592544924
FiJTenAqt5M,42,82.32,84.28,0.07721335071714594
FiJTenAqt5M,43,84.28,86.24,0.0665820398757214
FiJTenAqt5M,44,86.24,88.2,0.05778934101708937
FiJTenAqt5M,45,88.2,90.16,0.04449457478745637
FiJTenAqt5M,46,90.16,92.12,0.065152628428946
FiJTenAqt5M,47,92.12,94.08,0.056998582049913774
FiJTenAqt5M,48,94.08,96.04,0.10151769014181786
FiJTenAqt5M,49,96.04,98.0,0.12688025773528536
FiJTenAqt5M,50,98.0,99.96,0.12798597938505754
FiJTenAqt5M,51,99.96,101.92,0.1620113878730041
FiJTenAqt5M,52,101.92,103.88,0.1420361841145468
FiJTenAqt5M,53,103.88,105.84,0.12332648685589823
FiJTenAqt5M,54,105.84,107.8,0.11682100362489874
FiJTenAqt5M,55,107.8,109.76,0.10537181608741288
FiJTenAqt5M,56,109.76,111.72,0.09713282080076631
FiJTenAqt5M,57,111.72,113.68,0.09431310137262527
FiJTenAqt5M,58,113.68,115.64,0.14990890278410307
FiJTenAqt5M,59,115.64,117.6,0.15976072874176997
FiJTenAqt5M,60,117.6,119.56,0.17837948422454214
FiJTenAqt5M,61,119.56,121.52,0.1701886566165517
FiJTenAqt5M,62,121.52,123.48,0.16657540651966385
FiJTenAqt5M,63,123.48,125.44,0.14196689157526698
FiJTenAqt5M,64,125.44,127.4,0.12062242978521448
FiJTenAqt5M,65,127.4,129.36,0.10214907626864994
FiJTenAqt5M,66,129.36,131.32,0.11068625420675943
FiJTenAqt5M,67,131.32,133.28,0.11909720735709978
FiJTenAqt5M,68,133.28,135.24,0.11237841547139846
FiJTenAqt5M,69,135.24,137.2,0.10512775652744147
FiJTenAqt5M,70,137.2,139.16,0.1068827679979786
FiJTenAqt5M,71,139.16,141.12,0.09452685949244675
FiJTenAqt5M,72,141.12,143.08,0.09244699710668065
FiJTenAqt5M,73,143.08,145.04,0.10471967965422349
FiJTenAqt5M,74,145.04,147.0,0.10775461796382488
FiJTenAqt5M,75,147.0,148.96,0.10899398057584048
FiJTenAqt5M,76,148.96,150.92,0.10813303013914578
FiJTenAqt5M,77,150.92,152.88,0.09615377340388288
FiJTenAqt5M,78,152.88,154.84,0.09600945764504773
FiJTenAqt5M,79,154.84,156.8,0.10691805100987134
FiJTenAqt5M,80,156.8,158.76,0.10647075830496365
FiJTenAqt5M,81,158.76,160.72,0.10609886337387771
FiJTenAqt5M,82,160.72,162.68,0.09918623965532618
FiJTenAqt5M,83,162.68,164.64,0.11263240071942886
FiJTenAqt5M,84,164.64,166.6,0.12447670555251605
FiJTenAqt5M,85,166.6,168.56,0.12407574521035923
FiJTenAqt5M,86,168.56,170.52,0.12664904538665067
FiJTenAqt5M,87,170.52,172.48,0.12613260996416975
FiJTenAqt5M,88,172.48,174.44,0.13778435644891243
FiJTenAqt5M,89,174.44,176.4,0.14284402275626917
FiJTenAqt5M,90,176.4,178.36,0.14490013840154697
FiJTenAqt5M,91,178.36,180.32,0.14053418405094747
FiJTenAqt5M,92,180.32,182.28,0.12815288076615525
FiJTenAqt5M,93,182.28,184.24,0.1337281584766069
FiJTenAqt5M,94,184.24,186.2,0.12492122655585254
FiJTenAqt5M,95,186.2,188.16,0.10690763840126605
FiJTenAqt5M,96,188.16,190.12,0.10188823667754485
FiJTenAqt5M,97,190.12,192.08,0.10960019665597202
FiJTenAqt5M,98,192.08,194.04,0.0999609302444742
FiJTenAqt5M,99,194.04,196.0,0.1500384236494163
QYgKCy64CV0,0,0.0,1.75,1.0
QYgKCy64CV0,1,1.75,3.5,0.3486488618763925
QYgKCy64CV0,2,3.5,5.25,0.3737871905245878
QYgKCy64CV0,3,5.25,7.0,0.3653396820012648
QYgKCy64CV0,4,7.0,8.75,0.33569539388278336
QYgKCy64CV0,5,8.75,10.5,0.3795829235683328
QYgKCy64CV0,6,10.5,12.25,0.37264343462597577
QYgKCy64CV0,7,12.25,14.0,0.34724116879955413
QYgKCy64CV0,8,14.0,15.75,0.2951166981188991
QYgKCy64CV0,9,15.75,17.5,0.26496908990191376
QYgKCy64CV0,10,17.5,19.25,0.23879492595963062
QYgKCy64CV0,11,19.25,21.0,0.2219311291035038
QYgKCy64CV0,12,21.0,22.75,0.1820396994255063
QYgKCy64CV0,13,22.75,24.5,0.1842461652957206
QYgKCy64CV0,14,24.5,26.25,0.16014730023402485
QYgKCy64CV0,15,26.25,28.0,0.13773630836435313
QYgKCy64CV0,16,28.0,29.75,0.12397022943886771
QYgKCy64CV0,17,29.75,31.5,0.11624749341950105
QYgKCy64CV0,18,31.5,33.25,0.09917350874017672
QYgKCy64CV0,19,33.25,35.0,0.10722819132576539
QYgKCy64CV0,20,35.0,36.75,0.11686194052047433
QYgKCy64CV0,21,36.75,38.5,0.11127188102913561
QYgKCy64CV0,22,38.5,40.25,0.11359668829719596
QYgKCy64CV0,23,40.25,42.0,0.10428349451811425
QYgKCy64CV0,24,42.0,43.75,0.09788976825758851
QYgKCy64CV0,25,43.75,45.5,0.12587280472488052
QYgKCy64CV0,26,45.5,47.25,0.13174363498365793
QYgKCy64CV0,27,47.25,49.0,0.14073163250798118
QYgKCy64CV0,28,49.0,50.75,0.16724668717917562
QYgKCy64CV0,29,50.75,52.5,0.16296163165153543
QYgKCy64CV0,30,52.5,54.25,0.14769335528872138
QYgKCy64CV0,31,54.25,56.0,0.1454135219707872
QYgKCy64CV0,32,56.0,57.75,0.15571192370797984
QYgKCy64CV0,33,57.75,59.5,0.16373028118000507
QYgKCy64CV0,34,59.5,61.25,0.1580258882882518
QYgKCy64CV0,35,61.25,63.0,0.16580920835300417
QYgKCy64CV0,36,63.0,64.75,0.17622316698456414
QYgKCy64CV0,37,64.75,66.5,0.17001709938272622
QYgKCy64CV0,38,66.5,68.25,0.17493398406335842
QYgKCy64CV0,39,68.25,70.0,0.16739228295955594
QYgKCy64CV0,40,70.0,71.75,0.14582723168461195
QYgKCy64CV0,41,71.75,73.5,0.12595722580762203
QYgKCy64CV0,42,73.5,75.25,0.12101085070378326
QYgKCy64CV0,43,75.25,77.0,0.11825887528841761
QYgKCy64CV0,44,77.0,78.75,0.10594213042361157
QYgKCy64CV0,45,78.75,80.5,0.12134731154079656
QYgKCy64CV0,46,80.5,82.25,0.12686822252908014
QYgKCy64CV0,47,82.25,84.0,0.12069945039807853
QYgKCy64CV0,48,84.0,85.75,0.11353201187548544
QYgKCy64CV0,49,85.75,87.5,0.1144782789743408
QYgKCy64CV0,50,87.5,89.25,0.12145645563927349
QYgKCy64CV0,51,89.25,91.0,0.12009546627987382
QYgKCy64CV0,52,91.0,92.75,0.10131483410476737
QYgKCy64CV0,53,92.75,94.5,0.08430733999335938
QYgKCy64CV0,54,94.5,96.25,0.09857180285209097
QYgKCy64CV0,55,96.25,98.0,0.09454566395852608
QYgKCy64CV0,56,98.0,99.75,0.08858513893617623
QYgKCy64CV0,57,99.75,101.5,0.1247537718420039
QYgKCy64CV0,58,101.5,103.25,0.11767075440215234
QYgKCy64CV0,59,103.25,105.0,0.10088551429568304
QYgKCy64CV0,60,105.0,106.75,0.1041697939593994
QYgKCy64CV0,61,106.75,108.5,0.1173486801664458
QYgKCy64CV0,62,108.5,110.25,0.1089142081821369
QYgKCy64CV0,63,110.25,112.0,0.09215866944610741
QYgKCy64CV0,64,112.0,113.75,0.10242690572894715
QYgKCy64CV0,65,113.75,115.5,0.11141574704220338
QYgKCy64CV0,66,115.5,117.25,0.13184311769885257
QYgKCy64CV0,67,117.25,119.0,0.11691535235992999
QYgKCy64CV0,68,119.0,120.75,0.10707065593198387
QYgKCy64CV0,69,120.75,122.5,0.08541190189603592
QYgKCy64CV0,70,122.5,124.25,0.09346266086308638
QYgKCy64CV0,71,124.25,126.0,0.09056930861200517
QYgKCy64CV0,72,126.0,127.75,0.13749911929530123
QYgKCy64CV0,73,127.75,129.5,0.13515190943107108
QYgKCy64CV0,74,129.5,131.25,0.1886933548668269
QYgKCy64CV0,75,131.25,133.0,0.21274066442471948
QYgKCy64CV0,76,133.0,134.75,0.22239736467840462
QYgKCy64CV0,77,134.75,136.5,0.23661284558957854
QYgKCy64CV0,78,136.5,138.25,0.1847615515759657
QYgKCy64CV0,79,138.25,140.0,0.1479800325786907
QYgKCy64CV0,80,140.0,141.75,0.19863002428846444
QYgKCy64CV0,81,141.75,143.5,0.17632800775948304
QYgKCy64CV0,82,143.5,145.25,0.15256581448203382
QYgKCy64CV0,83,145.25,147.0,0.13752574083613578
QYgKCy64CV0,84,147.0,148.75,0.12485228419992567
QYgKCy64CV0,85,148.75,150.5,0.11836679589294175
QYgKCy64CV0,86,150.5,152.25,0.11407574946387761
QYgKCy64CV0,87,152.25,154.0,0.12438212500648663
QYgKCy64CV0,88,154.0,155.75,0.12779436526188467
QYgKCy64CV0,89,155.75,157.5,0.1246220563895706
QYgKCy64CV0,90,157.5,159.25,0.1312111619775206
QYgKCy64CV0,91,159.25,161.0,0.13191851024001156
QYgKCy64CV0,92,161.0,162.75,0.15600269337427397
QYgKCy64CV0,93,162.75,164.5,0.14056827497056232
QYgKCy64CV0,94,164.5,166.25,0.1286884862046838
QYgKCy64CV0,95,166.25,168.0,0.12158610380882105
QYgKCy64CV0,96,168.0,169.75,0.09041312328051636
QYgKCy64CV0,97,169.75,171.5,0.056016953407240805
QYgKCy64CV0,98,171.5,173.25,0.014843196593117804
QYgKCy64CV0,99,173.25,175.0,0.0
_ZXJdYe4bpE,0,0.0,3.38,1.0
_ZXJdYe4bpE,1,3.38,6.76,0.5134927600724682
_ZXJdYe4bpE,2,6.76,10.14,0.4944919554910166
_ZXJdYe4bpE,3,10.14,13.52,0.5173747443486266
_ZXJdYe4bpE,4,13.52,16.9,0.4588922289815685
_ZXJdYe4bpE,5,16.9,20.28,0.47221478482761553
_ZXJdYe4bpE,6,20.28,23.66,0.3684959921996257
_ZXJdYe4bpE,7,23.66,27.04,0.36044734281100693
_ZXJdYe4bpE,8,27.04,30.42,0.3790194102943903
_ZXJdYe4bpE,9,30.42,33.8,0.43391805056292726
_ZXJdYe4bpE,10,33.8,37.18,0.413891096897792
_ZXJdYe4bpE,11,37.18,40.56,0.3556373855467032
_ZXJdYe4bpE,12,40.56,43.94,0.3291984734959978
_ZXJdYe4bpE,13,43.94,47.32,0.3364969262153675
_ZXJdYe4bpE,14,47.32,50.7,0.3767000373382491
_ZXJdYe4bpE,15,50.7,54.08,0.40147308904445045
_ZXJdYe4bpE,16,54.08,57.46,0.39888731271660194
_ZXJdYe4bpE,17,57.46,60.84,0.3784418424131923
_ZXJdYe4bpE,18,60.84,64.22,0.3240719803856694
_ZXJdYe4bpE,19,64.22,67.6,0.33080241426656826
_ZXJdYe4bpE,20,67.6,70.98,0.3190457522239758
_ZXJdYe4bpE,21,70.98,74.36,0.34608998406130487
